task_name,s_time,e_time,diff_time,seconds
LOAD,2014-11-18 19:52:21.54915,2014-11-18 20:02:40.863058,00:10:19.313908,619.313908
PERF.POWER.RF1,2014-11-18 20:02:44.335093,2014-11-18 20:03:00.689171,00:00:16.354078,16.354078
PERF.POWER.Q14,2014-11-18 20:03:00.709145,2014-11-18 20:03:13.721415,00:00:13.01227,13.01227
PERF.POWER.Q2,2014-11-18 20:03:13.737973,2014-11-18 20:03:20.230526,00:00:06.492553,6.492553
PERF.POWER.Q9,2014-11-18 20:03:20.244302,2014-11-18 20:04:48.690518,00:01:28.446216,88.446216
PERF.POWER.Q20,2014-11-18 20:04:48.707518,2014-11-18 20:04:56.816894,00:00:08.109376,8.109376
PERF.POWER.Q6,2014-11-18 20:04:56.835818,2014-11-18 20:05:13.885787,00:00:17.049969,17.049969
PERF.POWER.Q17,2014-11-18 20:05:13.900408,2014-11-18 20:05:14.367242,00:00:00.466834,0.466834
PERF.POWER.Q18,2014-11-18 20:05:14.392649,2014-11-18 20:06:14.579145,00:01:00.186496,60.186496
PERF.POWER.Q8,2014-11-18 20:06:14.597429,2014-11-18 20:06:22.621931,00:00:08.024502,8.024502
PERF.POWER.Q21,2014-11-18 20:06:22.640528,2014-11-18 20:06:59.57715,00:00:36.936622,36.936622
PERF.POWER.Q13,2014-11-18 20:06:59.593574,2014-11-18 20:07:22.408285,00:00:22.814711,22.814711
PERF.POWER.Q3,2014-11-18 20:07:22.425946,2014-11-18 20:07:48.695794,00:00:26.269848,26.269848
PERF.POWER.Q22,2014-11-18 20:07:48.716797,2014-11-18 20:07:55.915119,00:00:07.198322,7.198322
PERF.POWER.Q16,2014-11-18 20:07:55.932481,2014-11-18 20:08:05.893342,00:00:09.960861,9.960861
PERF.POWER.Q4,2014-11-18 20:08:05.911987,2014-11-18 20:08:15.009055,00:00:09.097068,9.097068
PERF.POWER.Q11,2014-11-18 20:08:15.031747,2014-11-18 20:08:17.246389,00:00:02.214642,2.214642
PERF.POWER.Q15,2014-11-18 20:08:17.267282,2014-11-18 20:08:38.980367,00:00:21.713085,21.713085
PERF.POWER.Q1,2014-11-18 20:08:39.002187,2014-11-18 20:10:04.149132,00:01:25.146945,85.146945
PERF.POWER.Q10,2014-11-18 20:10:04.168946,2014-11-18 20:10:28.745991,00:00:24.577045,24.577045
PERF.POWER.Q19,2014-11-18 20:10:28.767467,2014-11-18 20:10:29.398721,00:00:00.631254,0.631254
PERF.POWER.Q5,2014-11-18 20:10:29.419354,2014-11-18 20:10:43.5937,00:00:14.174346,14.174346
PERF.POWER.Q7,2014-11-18 20:10:43.615459,2014-11-18 20:11:01.207846,00:00:17.592387,17.592387
PERF.POWER.Q12,2014-11-18 20:11:01.228877,2014-11-18 20:11:21.562947,00:00:20.33407,20.33407
PERF.POWER.RF2,2014-11-18 20:11:21.572771,2014-11-18 20:11:55.620001,00:00:34.04723,34.04723
PERF.POWER,2014-11-18 20:02:44.326234,2014-11-18 20:11:55.629935,00:09:11.303701,551.303701
PERF.THRUPUT.QS2.Q2,2014-11-18 20:19:06.946439,2014-11-18 20:19:14.191332,00:00:07.244893,7.244893
PERF.THRUPUT.QS22.Q1,2014-11-18 20:17:25.18644,2014-11-18 20:19:14.552437,00:01:49.365997,109.365997
PERF.THRUPUT.RFST5,2014-11-18 20:18:08.662525,2014-11-18 20:19:20.457065,00:01:11.79454,71.79454
PERF.THRUPUT.QS3.Q22,2014-11-18 20:19:14.74793,2014-11-18 20:19:24.209907,00:00:09.461977,9.461977
PERF.THRUPUT.QS8.Q19,2014-11-18 20:13:45.139424,2014-11-18 20:13:47.314902,00:00:02.175478,2.175478
PERF.THRUPUT.QS14.Q2,2014-11-18 20:13:44.958551,2014-11-18 20:13:57.908968,00:00:12.950417,12.950417
PERF.THRUPUT.QS22.Q16,2014-11-18 20:13:44.997993,2014-11-18 20:13:58.703146,00:00:13.705153,13.705153
PERF.THRUPUT.QS3.Q14,2014-11-18 20:19:24.262172,2014-11-18 20:19:40.506139,00:00:16.243967,16.243967
PERF.THRUPUT.QS15.Q16,2014-11-18 20:13:44.954528,2014-11-18 20:13:58.949954,00:00:13.995426,13.995426
PERF.THRUPUT.QS20.Q16,2014-11-18 20:13:44.975894,2014-11-18 20:13:59.170551,00:00:14.194657,14.194657
PERF.THRUPUT.QS21.Q20,2014-11-18 20:13:44.916674,2014-11-18 20:14:06.701266,00:00:21.784592,21.784592
PERF.THRUPUT.QS9.Q10,2014-11-18 20:19:16.690698,2014-11-18 20:19:44.958423,00:00:28.267725,28.267725
PERF.THRUPUT.QS3.Q8,2014-11-18 20:13:45.030652,2014-11-18 20:14:07.951911,00:00:22.921259,22.921259
PERF.THRUPUT.QS5.Q22,2014-11-18 20:19:40.614503,2014-11-18 20:19:52.421158,00:00:11.806655,11.806655
PERF.THRUPUT.QS19.Q4,2014-11-18 20:13:44.996889,2014-11-18 20:14:08.22095,00:00:23.224061,23.224061
