BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'STANDARD BRUSHED%'
	and p_size in (12, 33, 38, 14, 1, 32, 4, 19)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#33   | SMALL BURNISHED NICKEL    |     12 |          104
 Brand#12   | STANDARD POLISHED COPPER  |     14 |          100
 Brand#54   | LARGE BURNISHED COPPER    |     38 |          100
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          100
 Brand#23   | PROMO BURNISHED STEEL     |     14 |           96
 Brand#41   | SMALL POLISHED STEEL      |     33 |           96
 Brand#32   | LARGE POLISHED COPPER     |     14 |           95
 Brand#43   | LARGE PLATED COPPER       |     19 |           95
 Brand#12   | SMALL POLISHED STEEL      |     38 |           92
 Brand#13   | ECONOMY PLATED STEEL      |     33 |           92
 Brand#23   | ECONOMY POLISHED COPPER   |      1 |           92
 Brand#23   | LARGE BURNISHED COPPER    |     38 |           92
 Brand#34   | ECONOMY POLISHED BRASS    |     19 |           92
 Brand#35   | LARGE ANODIZED COPPER     |     32 |           92
 Brand#41   | PROMO PLATED TIN          |     32 |           92
 Brand#43   | LARGE ANODIZED STEEL      |      4 |           92
 Brand#43   | PROMO POLISHED BRASS      |      1 |           92
 Brand#45   | MEDIUM POLISHED COPPER    |     33 |           92
 Brand#45   | SMALL PLATED STEEL        |     38 |           92
 Brand#52   | STANDARD POLISHED COPPER  |     32 |           92
 Brand#22   | SMALL BURNISHED BRASS     |     33 |           91
 Brand#11   | STANDARD BURNISHED COPPER |     14 |           88
 Brand#12   | LARGE BRUSHED TIN         |     12 |           88
 Brand#13   | STANDARD PLATED COPPER    |     33 |           88
 Brand#14   | ECONOMY BRUSHED COPPER    |     19 |           88
 Brand#14   | PROMO PLATED BRASS        |     32 |           88
 Brand#14   | SMALL ANODIZED STEEL      |      4 |           88
 Brand#21   | STANDARD PLATED COPPER    |     32 |           88
 Brand#23   | SMALL POLISHED NICKEL     |     38 |           88
 Brand#25   | MEDIUM PLATED TIN         |      1 |           88
